,firmgrowthregpred1620
850,0.17776726432221937
851,0.28559322513567087
852,0.1500877670297542
853,0.18237791945873638
854,0.11287485171513319
855,0.26307096558604404
856,0.31588818283963116
857,0.13113076271531068
858,0.14781434944380656
859,0.17371016096278888
860,0.10903148469832596
861,0.10386930847629165
862,0.2326529440613086
863,0.17764173831371113
864,0.19464752322349607
865,0.16384437465207308
866,0.13948816129523223
867,0.10459201481037635
868,0.19080514864582504
869,0.15932580060073478
870,0.15609642196871185
871,0.1457110942995449
872,0.10661902044107932
873,0.15507422069439195
874,0.10273060576978202
875,0.13039690310118748
876,0.10509023676918391
877,0.14523706669931732
878,0.17313778319645143
879,0.10794887764340377
880,0.10224032893519244
881,0.10125890302704808
882,0.5119277998788592
883,0.1583335992390582
884,0.11209641630891878
885,0.1574774001297201
886,0.1853556082164459
887,0.3739267987435473
888,0.5271322377693762
889,0.10063259488057802
890,0.20734312523732648
891,0.11135793984043929
892,0.4028616184873361
893,0.13997005775671592
894,0.11387387801834607
895,0.1355579935661116
896,0.1998980493009125
897,0.22397144905314767
898,0.1032495687551239
899,0.4443934151582368
900,0.5935525723320189
901,0.31140340408420136
902,0.1589197840062654
903,0.1425929747795714
904,0.4624026829620639
905,0.3072325595981543
906,0.08368497525114056
907,0.10295977736494885
908,0.1761219450418974
909,0.14130271161283095
910,0.24468730453377413
911,0.24533570630380205
912,0.136019854394342
913,0.1923222275620937
914,0.1019937431062389
915,0.13253037042181054
916,0.09556827392575165
917,0.13040144334325537
918,0.1878642779338373
919,0.15478141644870758
920,0.11247161018771556
921,0.21909359465842698
922,0.40046675161927625
923,0.21333214856015217
924,0.23061939840586676
925,0.1160087742405691
926,0.13802713104927974
927,0.13955247133150203
928,0.13138845677265812
929,0.11684580206353058
930,0.2879694078392659
931,0.0998393588099732
932,0.20218906525654345
933,0.15468786779572755
934,0.21170931643849306
935,0.12732557490098828
936,0.08637660159105687
937,0.16094917083376312
938,0.18733889083835528
939,0.10204431335145932
940,0.11269321805565906
941,0.47111021216588855
942,0.20041342163597795
943,0.6819405730207986
944,0.12698151458007692
945,0.10960029625560296
946,0.5135173009671916
947,0.09559413578066
948,0.09340720560025204
949,0.09885559671440937
950,0.2569358779675423
951,0.15073602123953783
952,0.48054322963095253
953,0.1139098214716136
954,0.09838450040480394
955,0.39826111111970053
956,0.1959629236604624
957,0.1084102298847244
958,0.2409937413101063
959,0.12669553655751825
960,0.19381852878066183
961,0.09780889117714026
962,0.09186903819318837
963,0.1727170958196761
964,0.7388905855384982
965,0.46360667497251
966,0.10096893186250623
967,0.4951113436240928
968,0.13090015097069832
969,0.0978189467416394
970,0.09393982497656586
971,0.3788203840154276
972,0.5851555866257638
973,0.09273432809859711
974,0.0932842672896458
975,0.10836090917327743
976,0.09485756708024275
977,0.4829693779814346
978,0.09873829293880529
979,0.3088499472782915
980,0.09221828377889829
981,0.10438369552737703
982,0.09875089043726404
983,0.0939708188410945
984,0.34965022009998553
985,0.7362523581134934
986,0.10245769806585503
987,0.1903272552655647
988,0.09256202320307155
989,0.09457176228131169
990,0.22659366407683443
991,0.20205410346022423
992,0.4296309793953668
993,0.12900822741480145
994,0.4309629867731999
995,0.2585117499077028
996,0.09827254529266218
997,0.09766481738284402
998,0.09793537337645365
999,0.19606657286438436
1000,0.10066614872835161
1001,0.0984080848141157
1002,0.10950931848493753
1003,0.18175365356316814
1004,0.09769228315565069
1005,0.10755090429235994
1006,0.10336329911791077
1007,0.15168516353294692
1008,0.10295792947840465
1009,0.10920485387544263
1010,0.1031130805073803
1011,0.2621301470271463
1012,0.09965367492310358
1013,0.10377542657967044
1014,0.10778927666458855
1015,0.10336333739382769
1016,0.10463506108061311
1017,0.10525984192451451
1018,0.1398750129914092
1019,0.0996932112031463
1020,0.15814980799773937
1021,0.09754978178346863
1022,0.15316717063179178
1023,0.14838499861954096
1024,0.1028252160783279
1025,0.162807114411066
1026,0.0977000462150506
1027,0.10748145102450109
1028,0.10312599857318785
1029,0.10387572147985497
1030,0.0998744907460518
1031,0.10007925111054553
1032,0.10280231422520762
1033,0.10169611229309171
1034,0.10060345127219837
1035,0.10017134041657079
1036,0.38221430540229345
1037,0.09812593009004954
1038,0.20162058262783014
1039,0.12269042671934602
1040,0.3705200397664681
1041,0.1683770126187956
1042,0.10393876410644408
1043,0.0944835709980579
1044,0.10985363919064892
1045,0.1098831791934283
1046,0.10135417193257122
1047,0.10019840819287229
1048,0.10032491562923129
1049,0.09931262740507969
1050,0.10479688695579742
1051,0.10092278250804826
1052,0.10153854523341019
1053,0.10030962721962897
1054,0.25301294503390254
1055,0.1045480727723013
1056,0.27519909210799615
1057,0.10144950437106799
1058,0.1039277746795866
1059,0.1063469031913577
1060,0.1016243055258146
1061,0.10080485592305288
1062,0.10055198697281875
1063,0.1014462209758261
1064,0.6714936775843963
1065,0.17071676651325926
1066,0.10792229597188277
1067,0.10511052199423682
1068,0.09807280815805841
1069,0.1037851419401186
1070,0.200975759503177
1071,0.10891138768597672
1072,0.10160981523214152
1073,0.10095546190869113
1074,0.10031567909082442
1075,0.10372556424492806
1076,0.3331517549359188
1077,0.10029664434582264
1078,0.10525994617994916
1079,0.09878997607925062
1080,0.1261941977256317
1081,0.10269180560617175
1082,0.11228935388068129
1083,0.10040514069340231
1084,0.10623179503152391
1085,0.09996275813079182
1086,0.10491767187146274
1087,0.10538048747479334
1088,0.10209612473755812
1089,0.10396558216765163
1090,0.10638594204259956
1091,0.10224715903984237
1092,0.10007661694585367
1093,0.09973992508677401
1094,0.10310381052302481
1095,0.09898024296334658
1096,0.1076832751764118
1097,0.10773604327794802
1098,0.10063257687453442
1099,0.10368597945423783
1100,0.11216569430461053
1101,0.10024962988583463
1102,0.1071010595537447
1103,0.10798488186699802
1104,0.17720879512654183
1105,0.10023955785139767
1106,0.10425307581947213
1107,0.10653211368025729
1108,0.1003246477060908
1109,0.09955513301111577
1110,0.0998977218005571
1111,0.10816244930791032
1112,0.13272175216851653
1113,0.10019927024924025
1114,0.10624220988107219
1115,0.09984419037608676
1116,0.10240318254191585
1117,0.10085260938502373
1118,0.10815255168135655
1119,0.10021658882416824
1120,0.10197852983997915
1121,0.15370523194388516
1122,0.10512817174681502
1123,0.11057488439678012
1124,0.10172381067877748
1125,0.09808418135375907
1126,0.10509689570187435
1127,0.09745405099438365
1128,0.1691390183006016
1129,0.10360152164041915
1130,0.09708151835045811
1131,0.13684906366772634
1132,0.10076247304212653
1133,0.11276197159959979
1134,0.10245698366271516
1135,0.1075441190025276
1136,0.10395962541443735
1137,0.10317231749524067
1138,0.09673968047742869
1139,0.10726239283480522
1140,0.08304208819756778
1141,0.10041611585087488
1142,0.10683974372701478
1143,0.10086029912777049
1144,0.10466774607495627
1145,0.10712378743317505
1146,0.10432394310251072
1147,0.16714594647356562
1148,0.10882479086770061
1149,0.10003106984955804
1150,0.1036711926979462
1151,0.10858348522965333
1152,0.10278442094915172
1153,0.0989833343072325
1154,0.16583013919613604
1155,0.09968253467334195
1156,0.10038888670766197
1157,0.103999814382619
1158,0.1065960348658787
1159,0.09898284161143046
1160,0.10161218752754726
1161,0.10243974377219961
1162,0.09976570439900428
1163,0.10839265681556003
1164,0.1047065232722877
1165,0.1014754409357952
1166,0.10258180972279855
1167,0.09860756248692384
1168,0.1075033291917086
1169,0.10829409295909598
1170,0.10065474571372653
1171,0.1003968898275829
1172,0.11107886170511237
1173,0.0975870253215345
1174,0.12429068344260676
1175,0.10989365252111119
1176,0.10032814232838587
1177,0.0986505520062228
1178,0.10798569716771757
1179,0.10654478889231965
1180,0.10045213917316392
1181,0.39629848707370985
1182,0.11485261075430998
1183,0.1047678068777195
1184,0.09865154382108675
1185,0.10730852860043685
1186,0.09920476107454229
1187,0.14780211852914735
1188,0.10731932122873096
1189,0.10256288138329933
1190,0.1010312818794879
1191,0.10258016318030014
1192,0.10227852533393532
1193,0.10478445080990308
1194,0.10209488119913585
1195,0.12789550834755714
1196,0.10748403564776852
1197,0.10036115510266692
1198,0.10481520221732758
1199,0.09972761803430408
1200,0.10804706286598104
1201,0.11021314306396864
1202,0.11574754523458261
1203,0.10146885495979856
1204,0.10536206871097754
1205,0.10481550825582148
1206,0.10645711209405663
1207,0.10304812776460273
1208,0.10691360298410593
1209,0.10215268327068464
1210,0.10197403452225223
1211,0.10094315118576513
1212,0.10532296616091597
1213,0.10024786643755575
1214,0.10045071301844657
1215,0.10251943605675046
1216,0.09920195235393113
1217,0.10784526598703119
1218,0.1047894627720469
1219,0.10543193152850387
1220,0.10720528342850437
1221,0.1076032264537374
1222,0.10033642290480767
1223,0.10049777718519089
1224,0.1680095006814826
1225,0.10215699108332779
1226,0.10226793801620154
1227,0.10896402407180977
1228,0.10541981454664738
1229,0.05364749310335596
1230,0.1041111477225075
1231,0.10067374075167089
1232,0.10208204332464715
1233,0.09939972717441743
1234,0.09890387327771138
1235,0.10852367341249014
1236,0.10990169890944347
1237,0.09985874230572066
1238,0.10111602091172167
1239,0.10777481241509566
1240,0.10390237329160153
1241,0.0947870468192095
1242,0.10158127474480026
1243,0.10487202617564828
1244,0.09984242230802662
1245,0.029226142276520366
