,popgrowthregpred
535,0.014133411549091634
536,0.008460900826710487
537,0.007423829602781877
538,0.011940595791086495
539,0.011181503938651246
540,0.010115139746531304
541,-0.0023453056261201117
542,-0.007051299543938873
543,0.013695785480887573
544,0.006186184520092104
545,0.012859013391033262
546,0.00819516882925536
547,0.00604569809869448
548,0.010376770249733396
549,0.009628528520979033
550,0.012316941155622084
551,0.008879640565610865
552,0.014198017373033516
553,0.014549748276582196
554,0.008857669934175161
555,0.00863073241664919
556,0.0009860635135355543
557,0.009470551993230767
558,-0.005154805126409328
559,0.006069331110759349
560,0.009816356041606475
561,-0.007885892696258083
562,0.00026623836390823685
563,0.00559072514683202
564,-0.008247936357547
565,0.008479233023874688
566,0.015667836711407382
567,0.008659001993399418
568,-0.00790316669129071
569,0.013946986881182217
570,0.007975542025821878
571,-0.0066451850215961976
572,0.005081652735358112
573,0.005032805912760117
574,0.017139857758933386
575,0.0053292407196682025
576,0.007782181119830674
577,0.012153518049414776
578,0.006161252735691378
579,0.003482341153833089
580,0.014327414934529773
581,0.01748653163429643
582,-0.0009826724853677408
583,0.014287433955778923
584,-0.0017630994741431195
585,0.013447764015012752
586,-0.008903180676319237
587,-0.000760858281134097
588,0.009359650709709367
589,0.009272167520531272
590,-0.007468246971252216
591,0.010670874793776151
592,-0.0072016795238704825
593,0.014352974752891986
594,0.011892678864961271
595,0.004471224469758678
596,0.013340240949642259
597,0.014980321138679925
598,5.205699683526124e-05
599,0.0020855320130396555
600,0.01917985595127781
601,-0.006304086103616635
602,0.004315867519671218
603,0.01371851330560896
604,0.007418285502317817
605,0.0017214539540282578
606,-0.00474838283723897
607,0.007346187952754397
608,0.007679293386812833
609,0.01398118898995656
610,-0.005872719292863969
611,-0.008272956084028024
612,0.015822232323996127
613,0.011259495562665147
614,0.012868381214800216
615,0.0074670811374107655
616,0.01270487267107575
617,0.005752054059705446
618,0.006798303104651147
619,-0.0042476541078530165
620,0.004191027436849262
621,0.007957716779099042
622,0.004633441524395452
623,0.013749059913002877
624,0.014651762147546037
625,0.006624583190320912
626,0.006547566569441697
627,0.015650252356781556
628,0.01442528082047417
629,0.003930594207388257
630,0.006328089007881585
631,0.015291853843394881
632,0.0005921800273140061
633,0.014820365083610119
634,-0.006220709562646831
635,0.013649468172831428
636,-0.003717371128934433
637,0.009314747709435639
638,0.014439446105030507
639,0.005469451901421701
640,0.0071867229061076615
641,0.004185974086393856
642,-0.004931115938976819
643,0.005794980800846833
644,0.0074094176157407125
645,-0.0030738393441986007
646,0.009173216192308528
647,-0.002023300326155953
648,0.007981111141394815
649,0.009813457842025875
650,0.01409586706823995
651,0.010333489105056843
652,0.006352926256001448
653,0.006129890504881087
654,0.011526723695560345
655,0.006447127668495799
656,0.011162045283859392
657,0.022106855005950523
658,0.011215345221047926
659,0.004466492454714547
660,0.01315517131988365
661,0.017072232328741457
662,0.0109256193108453
663,0.00584234842818191
664,0.01724095822942895
665,0.019519676839135983
666,0.020874041473184023
667,0.016908397927698545
668,0.017807858981396387
669,0.014090662691472
670,0.013189707862416088
671,0.015266695491317817
672,0.016479755515319397
673,0.01713878717662261
674,0.017030709131057153
675,0.018619415617960454
676,0.008594637341392205
677,0.020108227964819404
678,0.0173487302742004
679,0.019968487138908374
680,0.01942882282004584
681,0.011728370732777521
682,0.020923978495207485
683,0.03272234625369357
684,0.0245239283912109
685,0.017585162920210968
686,0.018998896807021267
687,0.01074944372962977
688,0.015846907995597678
689,0.012832446626433463
690,0.023054011540118644
691,0.016571219333922273
692,0.019201808543943773
693,0.013353723949139492
694,0.01803807166000642
695,0.012439348826896844
696,0.00682500527917374
697,0.01324980726273638
698,0.013774934314347658
699,0.020677167251340445
700,0.013149387432066749
701,0.018119452190134833
702,0.012616849772229842
703,0.013333029276346614
704,0.010951557043547628
705,0.016539706984273504
706,0.016469611407297902
707,0.012729663880529556
708,0.019561815417289102
709,0.016108483293636254
710,0.01725269552324487
711,0.011378187640357607
712,0.01563298932689587
713,0.015981388597325844
714,0.02033359254115692
715,0.020131773291792235
716,0.014459967612932232
717,0.01706358337871562
718,0.01138020216673258
719,0.013040016815788383
720,0.015158479927795199
721,-0.011079966379371024
722,0.013495761245414564
723,0.01384817779226609
724,-1.0432286974843446e-05
725,0.019409384284337087
726,0.013611635943800104
727,0.01696277171803189
728,0.017366935729324427
729,0.011439660928296966
730,0.017837775685870905
731,0.017728969424766792
732,0.0006047568141553878
733,0.010463637796488562
734,0.012659982422075285
735,0.010739356962885726
736,0.019971001329185688
737,0.010225781963850709
738,0.02113003671288563
739,0.018642758223391055
740,0.011949315648361767
741,0.010568267572146541
742,0.013089380341720852
743,0.013618260414693113
744,0.018674790831719676
745,0.01364597757457324
746,0.017332562481515823
747,0.021239657635933048
748,0.017108452780874975
749,0.013626581254790932
750,0.02375678509542814
751,0.01709144492476131
752,0.009044193995828436
753,0.0034425720129482792
754,0.01727782023567915
755,0.021094017119912215
756,0.015777887301580036
757,0.012389892324208724
758,0.01722347905564164
759,0.016001625025595673
760,0.005114975801188129
761,0.014469243300086646
762,0.008907436798450036
763,0.03297934792274322
764,0.01643351648268689
765,0.013986163342508854
766,0.011140743793901849
767,0.012176558714628243
768,0.009896316990974076
769,0.010972249397863381
770,0.0171081813682092
771,0.0014670383460930812
772,0.008358792435700145
773,0.016085823240323035
774,0.0072217794050460915
775,0.022634560221694536
776,0.016277159315354735
777,0.020624886160299245
778,0.0042743722142045346
779,0.011245674037197
780,0.024490646980391936
781,0.012395263997318093
782,0.00549233158802728
783,0.0053928722910512915
784,0.005813489676751679
785,0.01139099350489367
786,0.01145211199641205
787,-0.002738811734395376
788,0.00993619300786977
789,0.010767983973788779
790,0.010686703947408173
791,0.011708867565858875
792,0.006669990576971387
793,0.004420116442209305
794,0.012321642986902316
795,0.010643742411877724
796,0.005230642096295091
797,0.00890347131196108
798,0.002009692341108605
799,0.005554297142951264
800,0.010111295566695166
801,0.010717151599585629
802,0.0065585482940409496
803,0.003032064020759754
804,0.007866194690013126
805,0.011564084389433616
806,-0.0027567052397993027
807,-0.00277674988973404
808,-0.0019268999365614405
809,0.010059168116881609
810,0.0026243517959109886
811,0.007324281005824306
812,0.00794717132676132
813,0.011252047066695576
814,0.010119602745555295
815,0.0074209275263130816
816,0.004003272518747336
817,0.003796543721457246
818,0.00832939534258002
819,0.005619605592688357
820,0.009328402166935758
821,0.007997811425515302
822,0.0036041843578860865
823,0.01630259093871369
824,0.002663166011430078
825,0.008275493068958405
826,0.004521191043340672
827,0.005882573394460162
828,-0.0002805918408078618
829,0.00473415595871878
830,0.009468547013253309
831,0.007753863276998254
832,0.014903165654221963
833,0.014864466025253556
834,0.0038239662937508525
835,0.012534715250375852
836,0.010018661638835675
837,0.007521327151185555
838,0.0069923403677643265
839,0.01025975083720539
840,0.005242017936769171
841,0.010695996829570021
842,0.004570685768201064
843,0.00437732175317961
844,0.007453589002664647
845,0.007201315939116286
846,0.013023040802775282
847,0.004534648118932743
848,0.014689995692604912
849,0.014318896736263867
850,0.008370216030851472
851,0.006806156183937785
852,0.00505818068266795
853,0.00870241984367509
854,0.005133919042864573
855,0.013083907284630878
856,0.014646964834660912
857,0.010370474324078317
858,0.0054372835217131
859,0.010779348299059535
860,0.009437556510240957
861,0.0022671248135706043
862,0.009315998170144042
863,0.00830677062452691
864,0.011494451118750333
865,0.006181078893628938
866,0.006976155314838824
867,0.005911024212977159
868,0.017007261953321556
869,0.007924913329326428
870,0.012868958343278416
871,0.006585338339583142
872,0.0030604702504104728
873,0.011291434359085322
874,-0.0011118599850355217
875,0.006009141231216349
876,0.00954793932916561
877,0.010769085247321283
878,0.008596198144428326
879,0.0023342836240408883
880,0.010536865924452509
881,0.0036128883479830745
882,0.014638876365449312
883,0.006090533979657152
884,0.0045678816395236625
885,0.013090891189305617
886,0.016238926093843857
887,0.01491371365200828
888,0.0146225193260664
889,-0.00020250274371406862
890,0.006532162097025686
891,0.012015324556112062
892,0.012625717539656413
893,0.004681051415528956
894,0.01303584639540564
895,0.014606291583760138
896,0.010984023732983725
897,0.013483167339745254
898,0.011202661806946889
899,0.016095781914404465
900,0.015362281906149348
901,0.017012957002772677
902,0.019641970807081098
903,0.008240571190438944
904,0.016524674425639794
905,0.01431738923177406
906,0.01315022588835582
907,0.012292924909526711
908,0.012349024074876647
909,0.009274801706778588
910,0.013632973858120073
911,0.016684251315823045
912,0.007266889220118625
913,0.015603859551951189
914,0.012021287470970638
915,0.013023754432861913
916,0.01098309431893164
917,0.01390257775458287
918,0.009204708798382075
919,0.014503720764243647
920,0.013386375425628011
921,0.01657346643501013
922,0.01653236071208723
923,0.014240589596074849
924,0.014703747741436029
925,0.006745983164513107
926,0.013421748605093214
927,0.01395184302113293
928,0.007869977043808115
929,0.005140945626930187
930,0.009308222387982477
931,0.011024859145439249
932,0.00914138121005647
933,0.012131004222524118
934,0.01674558357698188
935,0.01265732074674467
936,0.005907911928341716
937,0.011990374564331408
938,0.006213490422920464
939,0.0021639669528053535
940,0.006683480618377411
941,0.00828681273937461
942,0.009907460104629204
943,0.0155269556641844
944,0.012316012441804816
945,0.009305908720893777
946,0.01888421301260107
947,-0.007461529897487102
948,-0.020559994995234636
949,-0.010493752606069277
950,0.014835653566343766
951,0.01919556200049271
952,0.02358122919003211
953,0.05438879102429479
954,0.003128650818795183
955,0.02093569300585215
956,0.1381841804164552
957,0.013174639489584868
958,0.09171764577250706
959,0.011468214341379743
960,0.006057534435679088
961,-0.01148936676764209
962,-0.016114351541120276
963,0.02876709938232931
964,0.08816078958935622
965,0.021788569217672388
966,-0.0034074116411400516
967,0.026726027295752134
968,0.01279082657065386
969,-0.020945061899894087
970,0.00990796243182233
971,0.07118787441385278
972,0.019212681118628932
973,-0.011073903871733815
974,-0.011129702585717365
975,0.0231023320230939
976,0.0007137404670421237
977,0.026274266333492877
978,-0.0025284127288083447
979,0.015984990959849232
980,-0.0016111313928904457
981,-0.009637475402713667
982,0.008390950750167703
983,-0.0007346167682631981
984,0.0155953818467278
985,0.020810005113915724
986,-0.011494784631893355
987,0.4346652309035997
988,-0.013552015324381772
989,-0.00705169743579434
990,0.012896844135846925
991,0.18994227585671888
992,0.018344406223141204
993,0.0161328692164996
994,0.029746132060936018
995,0.015422300270577057
996,-0.013851243184255574
997,-4.0095793265798665e-05
998,-0.006853570383984835
999,0.010976494723045533
1000,-0.0030388321071990214
1001,-0.007693521637909029
1002,0.013803687186660035
1003,0.013684835208583565
1004,-0.0004428200718354321
1005,-0.009242397701176842
1006,0.01022534660124142
1007,0.013716982317427006
1008,-0.0074820960048495
1009,0.0109333487340852
1010,0.0013731635107701032
1011,0.018318012424165586
1012,-0.0036293459296288214
1013,0.011912793579431275
1014,-0.005827833427397117
1015,-0.009662179023562187
1016,-0.005580932769002929
1017,-0.004275596988719299
1018,0.015120721090910652
1019,-0.012140909801458436
1020,0.013734303568124887
1021,-0.004041489059119468
1022,0.012587958207530421
1023,0.011350326277420724
1024,-0.004588308897390533
1025,0.0064847615978237075
1026,-0.0022978775504113817
1027,0.017760260965624355
1028,0.002793124428339369
1029,-0.009641223466314054
1030,0.0038784946646534674
1031,-0.007051298943733178
1032,-0.010169160900596592
1033,-0.0014711807661902416
1034,-0.002870926843932444
1035,0.0004933929947310219
1036,0.013693375144033758
1037,0.003172684190452074
1038,0.01227368376833084
1039,0.01144504833824657
1040,0.013954566309613035
1041,0.013989690132170706
1042,0.020500436789926
1043,-0.003594773831058804
1044,-0.010324931294059739
1045,-0.005587214307502434
1046,-0.008932827204091163
1047,-0.006225385980621122
1048,0.00039506339018514317
1049,0.007098515105070236
1050,-0.007035774654079813
1051,-0.01023666966839319
1052,0.0026845362522486395
1053,-0.008020742622818069
1054,0.013653963703477328
1055,0.011008878527551823
1056,0.009174853912523123
1057,-0.0032281076294128
1058,-0.006804957160220293
1059,-0.005849807491341962
1060,0.004931569818928706
1061,0.0074193782180291415
1062,-0.008232249692636286
1063,0.004659382467860343
1064,0.015379567500994494
1065,0.013458021435875834
1066,-0.002449673388806229
1067,0.007957883390642944
1068,-0.0023692920334619683
1069,0.008526575420351274
1070,0.008786750511316504
1071,-0.00795630735681776
1072,0.0039733734526895504
1073,-0.0032338449882420876
1074,0.0023402254411336583
1075,-0.009086934863732816
1076,0.016478513208488473
1077,-0.0035744841438362664
1078,-0.004565994076248991
1079,-0.0006978572865548574
1080,0.018243098672991467
1081,0.004583176024445756
1082,0.011425442406292062
1083,-0.006615879064628178
1084,0.005233537001871386
1085,-0.005801843358141257
1086,-0.00391811600065388
1087,0.006243602396650588
1088,0.0042018625975263
1089,-0.006039119724789427
1090,-0.012347801362454502
1091,-0.005197411182753385
1092,-0.002261964602939646
1093,-0.010262058767046181
1094,-0.0078230507654712
1095,-0.004490886195482468
1096,-0.010314557693998578
1097,-0.010174163388567638
1098,-0.009275883532564118
1099,-0.0014800127175098705
1100,0.005527185122360143
1101,-0.0006342429562400192
1102,0.006527313973391092
1103,-0.013682946457804962
1104,0.016891525506222436
1105,-0.001004844452191879
1106,-0.00942970983726111
1107,-0.008762690017611229
1108,-0.0021958840113289156
1109,0.004230634123334616
1110,-0.001339542019400394
1111,-0.00936556799089255
1112,0.01800377904384212
1113,0.0013116550661184064
1114,-0.0011947949501365037
1115,-0.005370620003190091
1116,-0.0121991808703462
1117,-0.009686033908098166
1118,-0.009272497707469178
1119,-0.01055937551796035
1120,-0.0023545396679559853
1121,0.012019613369629914
1122,0.009742116018166937
1123,0.0041040241359077585
1124,-0.011092811471230098
1125,-0.0065761470923999385
1126,-0.008571827523678924
1127,0.0019022812544497113
1128,0.005168425279001068
1129,-0.00800748050752193
1130,-0.005070559468942758
1131,0.012180057306789777
1132,0.008224260376520586
1133,0.011540648535198603
1134,-0.0028911633658160233
1135,-0.009909338163792162
1136,-0.007084096899893096
1137,-0.009893572304659785
1138,0.01148116686626789
1139,-0.009672163013273878
1140,0.012447538291109669
1141,-0.009821925883191293
1142,0.0019391451352526307
1143,-0.002240663390566304
1144,-0.010210570316125465
1145,-0.004071116303035146
1146,-0.006239434736864213
1147,0.01579464661826796
1148,-0.012778704733680682
1149,-0.004986187597778528
1150,0.004648476105465666
1151,-0.006077724793073696
1152,-0.00569922422739889
1153,-0.005489608169985667
1154,0.018206409916221192
1155,-0.0028454258868974816
1156,-0.002816515486380838
1157,-0.006136500402310453
1158,-0.006117364179668707
1159,-0.0032958979015455686
1160,-0.0051183365021289905
1161,-0.0026481598856024674
1162,-0.0037555015417826145
1163,0.012167293119341156
1164,-0.006114735042014014
1165,-0.009624471801404995
1166,-0.00024680339706551114
1167,-0.0017602093148615377
1168,0.012823517196421856
1169,-0.010291741337304287
1170,-0.005510382725330946
1171,0.00457584909488173
1172,-0.007564953377036825
1173,0.0003674543707926355
1174,0.011837450390253914
1175,0.011808688455624891
1176,-0.006432261689024016
1177,0.0003176455734719605
1178,-0.011624359567350796
1179,-0.007205375567334783
1180,-0.008459936241699587
1181,0.014275716365835056
1182,0.011098168002388987
1183,-0.010306471685326137
1184,-0.007388205992170171
1185,0.01112385818923023
1186,-0.0022001262427510946
1187,0.012062906789369008
1188,-0.009524941902776144
1189,-0.006101967494711562
1190,-0.0020289254474164992
1191,-0.005283246881267148
1192,-0.00930387434026059
1193,-0.010090347935723267
1194,0.002422374695823314
1195,0.011883341440761757
1196,-0.01076284916049051
1197,-0.0007845584773741979
1198,-0.003828456554267545
1199,-0.0004331584012455534
1200,-0.005267073365188447
1201,-0.010116818141373126
1202,0.00977578466864549
1203,-0.004686004904671191
1204,0.010526038358699459
1205,-0.006368972020417543
1206,-0.00745645285264407
1207,-0.006572175195890812
1208,-0.003802294882914947
1209,-0.0030429591870451047
1210,0.0015084942645412621
1211,-0.0064743299096751104
1212,-0.009349563146374817
1213,-0.009077423345041453
1214,-0.005305365481250975
1215,-0.010457681471391214
1216,0.00022748981145638634
