,entmun,firmgrowthclasspred,popgrowthclasspred,firmgrowthclasspred1620,popgrowthclasspred1620,y1,y2,resfirms,respop
0,1001,1,1,1,1,1,1,0,0
1,1002,1,1,1,1,1,0,0,1
2,1003,1,0,1,0,1,0,0,0
3,1004,0,0,1,1,1,0,-1,0
4,1005,1,1,1,1,1,1,0,0
5,1006,1,1,1,1,1,1,0,0
6,1007,1,1,1,1,0,1,1,0
7,1008,0,1,0,0,0,1,0,0
8,1009,0,1,1,1,0,1,0,0
9,1010,0,1,1,1,1,1,-1,0
10,1011,1,1,1,1,1,1,0,0
11,2001,1,1,1,1,1,0,0,1
12,2002,1,1,1,1,1,1,0,0
13,2003,1,1,1,1,1,0,0,1
14,2004,1,1,1,1,1,1,0,0
15,2005,1,1,1,1,1,1,0,0
16,3001,1,0,1,1,1,0,0,0
17,3002,1,0,1,1,1,0,0,0
18,3003,1,1,1,1,1,1,0,0
19,3008,1,1,1,1,1,1,0,0
20,3009,0,1,1,1,1,1,-1,0
21,4001,1,1,1,1,1,1,0,0
22,4002,1,1,1,1,1,1,0,0
23,4003,1,1,1,1,1,1,0,0
24,4004,1,1,1,1,1,1,0,0
25,4005,1,1,1,1,1,1,0,0
26,4006,1,1,1,1,1,1,0,0
27,4007,0,1,0,1,0,1,0,0
28,4008,0,1,1,1,1,1,-1,0
29,4009,1,1,1,1,1,1,0,0
30,4010,1,1,1,1,1,1,0,0
31,4011,1,1,1,1,0,1,1,0
32,5001,0,0,0,0,1,0,-1,0
33,5002,1,1,1,1,1,1,0,0
34,5003,1,0,1,1,0,0,1,0
35,5004,1,0,1,1,1,0,0,0
36,5005,0,0,0,0,0,0,0,0
37,5006,1,1,1,1,0,1,1,0
38,5007,1,0,1,1,0,0,1,0
39,5008,0,0,0,0,1,1,-1,-1
40,5009,1,1,1,1,1,0,0,1
41,5010,1,1,1,1,1,1,0,0
42,5011,0,0,1,1,0,1,0,-1
43,5012,0,0,0,0,0,0,0,0
44,5013,0,0,0,0,0,0,0,0
45,5014,0,0,1,0,0,0,0,0
46,5015,0,0,0,0,0,0,0,0
47,5016,0,0,0,0,0,0,0,0
48,5017,1,1,1,1,1,0,0,1
49,5018,1,1,1,1,0,1,1,0
50,5019,0,0,1,1,0,0,0,0
51,5020,1,1,1,1,1,0,0,1
52,5021,0,0,0,1,0,0,0,0
53,5022,1,1,1,1,1,1,0,0
54,5023,0,0,1,1,0,1,0,-1
55,5024,1,0,1,1,1,0,0,0
56,5025,1,1,1,1,1,1,0,0
57,5026,0,0,0,0,0,0,0,0
58,5027,1,1,1,1,1,1,0,0
59,5028,1,1,1,1,0,0,1,1
60,5029,0,0,0,0,0,0,0,0
61,5030,1,1,1,1,1,1,0,0
62,5031,1,0,1,1,0,1,1,-1
63,5032,1,0,1,1,0,0,1,0
64,5033,1,1,1,1,1,0,0,1
65,5034,0,1,0,1,0,1,0,0
66,5035,1,1,1,1,1,1,0,0
67,5036,0,0,0,1,0,0,0,0
68,5037,0,0,0,0,0,0,0,0
69,5038,1,0,1,0,1,0,0,0
70,6001,0,0,1,0,0,0,0,0
71,6002,1,1,1,1,1,0,0,1
72,6003,1,0,1,0,1,0,0,0
73,6004,1,0,1,0,1,0,0,0
74,6005,1,1,1,1,1,1,0,0
75,6006,0,0,0,0,1,0,-1,0
76,6007,1,1,1,1,1,1,0,0
77,6008,0,1,0,0,0,1,0,0
78,6009,1,1,1,1,1,1,0,0
79,6010,1,1,1,1,0,1,1,0
80,7001,0,1,1,1,1,1,-1,0
81,7002,1,1,1,1,1,1,0,0
82,7003,0,1,1,1,1,0,-1,1
83,7004,1,1,1,1,1,1,0,0
84,7005,0,1,0,1,1,0,-1,1
85,7006,1,1,1,1,1,0,0,1
86,7007,0,1,1,1,1,1,-1,0
87,7008,1,1,1,1,1,1,0,0
88,7009,1,0,1,1,1,0,0,0
89,7010,0,0,0,0,0,0,0,0
90,7011,0,0,1,1,0,0,0,0
91,7012,1,1,1,1,1,1,0,0
92,7013,1,1,1,1,1,1,0,0
93,7014,0,1,1,1,0,1,0,0
94,7015,1,1,1,1,1,0,0,1
95,7016,0,0,0,1,1,0,-1,0
96,7017,1,1,1,1,1,1,0,0
97,7018,0,1,1,1,1,1,-1,0
98,7019,1,1,1,1,1,1,0,0
99,7020,1,1,1,1,1,1,0,0
100,7021,1,1,1,1,1,0,0,1
101,7022,0,1,1,1,1,1,-1,0
102,7023,1,1,1,1,0,1,1,0
103,7024,0,1,1,1,1,1,-1,0
104,7025,0,0,0,1,0,0,0,0
105,7026,1,1,1,1,1,1,0,0
106,7027,1,1,1,1,1,1,0,0
107,7028,0,1,0,0,0,1,0,0
108,7029,0,0,0,1,1,0,-1,0
109,7030,1,1,1,1,1,1,0,0
110,7031,1,1,1,1,1,1,0,0
111,7032,1,1,1,1,1,1,0,0
112,7033,0,1,0,1,1,1,-1,0
113,7034,1,1,1,1,1,1,0,0
114,7035,0,1,0,1,1,1,-1,0
115,7036,0,1,0,1,1,0,-1,1
116,7037,1,1,1,1,1,0,0,1
117,7038,0,1,0,1,1,1,-1,0
118,7039,1,1,1,1,1,0,0,1
119,7040,1,1,1,1,1,1,0,0
120,7041,1,1,1,1,1,1,0,0
121,7042,0,1,0,1,1,1,-1,0
122,7043,0,1,1,1,1,1,-1,0
123,7044,1,1,1,1,1,1,0,0
124,7045,0,0,0,0,0,0,0,0
125,7046,1,1,1,1,1,0,0,1
126,7047,0,1,1,1,0,1,0,0
127,7048,1,1,1,1,0,0,1,1
128,7049,0,1,1,1,1,1,-1,0
129,7050,0,0,0,0,1,0,-1,0
130,7051,1,1,1,1,1,1,0,0
131,7052,1,1,1,1,1,1,0,0
132,7053,0,0,0,0,1,0,-1,0
133,7054,1,1,1,1,0,1,1,0
134,7055,0,0,0,1,1,1,-1,-1
135,7056,0,1,0,1,1,1,-1,0
136,7057,1,1,1,1,1,1,0,0
137,7058,0,0,0,0,0,0,0,0
138,7059,1,1,1,1,1,1,0,0
139,7060,0,1,1,1,0,1,0,0
140,7061,1,1,1,1,1,1,0,0
141,7062,0,1,0,1,0,1,0,0
142,7063,0,0,0,0,1,0,-1,0
143,7064,1,1,1,1,1,1,0,0
144,7065,1,1,1,1,1,1,0,0
145,7066,0,1,1,1,0,1,0,0
146,7067,0,1,0,1,1,1,-1,0
147,7068,1,1,1,1,1,0,0,1
148,7069,1,1,1,1,0,1,1,0
149,7070,0,1,1,1,1,1,-1,0
150,7071,1,1,1,1,1,0,0,1
151,7072,1,1,1,1,0,0,1,1
152,7073,0,1,1,1,1,1,-1,0
153,7074,1,1,1,1,1,1,0,0
154,7075,1,1,1,1,1,1,0,0
155,7076,1,1,1,1,1,1,0,0
156,7077,1,1,1,1,1,1,0,0
157,7078,1,1,1,1,1,1,0,0
158,7079,1,1,1,1,0,1,1,0
159,7080,1,1,1,1,1,0,0,1
160,7081,1,1,1,1,1,1,0,0
161,7082,0,1,0,1,1,1,-1,0
162,7083,0,1,1,1,0,1,0,0
163,7084,0,1,0,1,0,0,0,1
164,7085,0,1,1,1,1,1,-1,0
165,7086,1,1,1,1,1,1,0,0
166,7087,1,1,1,1,1,1,0,0
167,7088,0,0,0,0,0,0,0,0
168,7089,1,1,1,1,1,1,0,0
169,7090,0,0,0,0,1,0,-1,0
170,7091,1,1,1,1,1,1,0,0
171,7092,1,1,1,1,1,0,0,1
172,7093,1,1,1,1,0,1,1,0
173,7094,1,1,1,1,1,1,0,0
174,7096,1,1,1,1,1,1,0,0
175,7097,1,1,1,1,1,1,0,0
176,7098,0,1,0,1,1,1,-1,0
177,7099,1,1,1,1,1,1,0,0
178,7100,1,1,1,1,1,1,0,0
179,7101,1,1,1,1,1,1,0,0
180,7102,1,1,1,1,1,1,0,0
181,7103,1,1,1,1,1,1,0,0
182,7104,0,1,1,1,1,1,-1,0
183,7105,1,1,1,1,1,1,0,0
184,7106,1,1,1,1,1,1,0,0
185,7107,1,1,1,1,1,1,0,0
186,7108,1,1,1,1,1,1,0,0
187,7109,1,1,1,1,1,1,0,0
188,7110,0,1,0,1,1,1,-1,0
189,7111,1,1,1,1,1,1,0,0
190,7112,1,1,1,1,0,1,1,0
191,7113,0,0,0,0,1,1,-1,-1
192,7114,1,1,1,1,1,1,0,0
193,7115,0,1,1,1,1,1,-1,0
194,7116,0,1,1,1,1,1,-1,0
195,7117,0,1,0,1,0,1,0,0
196,7118,0,0,0,0,0,1,0,-1
197,7119,0,0,0,0,0,1,0,-1
198,8001,1,0,1,1,1,1,0,-1
199,8002,1,0,1,1,1,1,0,-1
200,8003,0,0,1,0,0,0,0,0
201,8004,0,0,1,1,1,1,-1,-1
202,8005,1,0,1,0,1,0,0,0
203,8006,0,0,0,0,0,0,0,0
204,8007,0,0,1,1,1,0,-1,0
205,8008,0,0,0,0,0,0,0,0
206,8009,1,0,1,1,0,0,1,0
207,8010,1,0,1,0,1,0,0,0
208,8011,1,1,1,1,1,1,0,0
209,8012,0,0,0,0,0,0,0,0
210,8013,0,0,0,0,1,1,-1,-1
211,8014,0,0,0,0,0,0,0,0
212,8015,0,0,0,0,0,0,0,0
213,8016,0,0,0,0,1,0,-1,0
214,8017,1,1,1,1,1,1,0,0
215,8018,0,0,0,0,0,0,0,0
216,8019,1,1,1,1,1,1,0,0
217,8020,0,0,0,0,0,0,0,0
218,8021,1,1,1,1,1,1,0,0
219,8022,0,0,0,0,0,0,0,0
220,8023,0,0,0,0,0,0,0,0
221,8024,0,0,0,0,0,0,0,0
222,8025,0,0,1,0,1,0,-1,0
223,8026,0,0,0,0,0,0,0,0
224,8027,1,0,1,1,0,0,1,0
225,8028,0,0,0,0,0,0,0,0
226,8029,1,0,1,1,0,0,1,0
227,8030,0,0,0,0,0,0,0,0
228,8031,1,0,1,0,1,0,0,0
229,8032,1,1,1,1,1,0,0,1
230,8033,0,0,0,0,1,0,-1,0
231,8034,0,0,0,0,1,0,-1,0
232,8035,0,0,0,0,1,0,-1,0
233,8036,1,0,1,1,1,0,0,0
234,8037,1,1,1,1,1,0,0,1
235,8038,0,0,0,0,0,0,0,0
236,8039,0,0,0,0,0,0,0,0
237,8040,1,0,1,0,0,0,1,0
238,8041,0,0,0,0,0,0,0,0
239,8042,0,0,0,0,0,0,0,0
240,8043,0,0,0,0,0,0,0,0
241,8044,0,0,0,0,0,0,0,0
242,8045,1,0,1,0,1,0,0,0
243,8046,0,0,0,0,0,0,0,0
244,8047,0,0,0,0,1,0,-1,0
245,8048,1,0,1,0,1,0,0,0
246,8049,0,0,0,0,0,0,0,0
247,8050,1,1,1,1,1,1,0,0
248,8051,0,0,0,0,0,0,0,0
249,8052,1,0,1,0,1,1,0,-1
250,8053,0,0,0,0,0,1,0,-1
251,8054,0,0,0,0,0,0,0,0
252,8055,0,0,1,0,1,0,-1,0
253,8056,0,0,0,0,0,0,0,0
254,8057,0,0,0,0,0,0,0,0
255,8058,0,0,0,0,1,0,-1,0
256,8059,0,0,0,1,1,1,-1,-1
257,8060,1,0,1,1,1,0,0,0
258,8061,0,0,0,0,1,0,-1,0
259,8062,1,0,1,0,0,0,1,0
260,8063,0,0,0,0,0,0,0,0
261,8064,0,0,0,0,0,0,0,0
262,8065,0,0,0,0,0,0,0,0
263,8066,0,0,0,0,0,0,0,0
264,8067,0,0,0,0,0,0,0,0
265,9002,1,0,1,0,1,0,0,0
266,9003,1,0,1,0,1,0,0,0
267,9004,1,1,1,1,1,1,0,0
268,9005,1,0,1,0,1,0,0,0
269,9006,1,0,1,0,1,0,0,0
270,9007,1,0,1,0,1,0,0,0
271,9008,1,0,1,0,1,0,0,0
272,9009,1,1,1,1,1,1,0,0
273,9010,1,0,1,0,1,0,0,0
274,9011,1,0,1,0,1,0,0,0
275,9012,1,0,1,0,1,0,0,0
276,9013,1,0,1,0,1,0,0,0
277,9014,1,1,1,0,1,1,0,0
278,9015,1,0,1,0,1,0,0,0
279,9016,1,0,1,0,1,0,0,0
280,9017,1,0,1,0,1,0,0,0
281,10001,1,0,1,1,0,0,1,0
282,10002,0,0,0,0,0,1,0,-1
283,10003,0,0,0,0,0,0,0,0
284,10004,1,1,1,1,1,1,0,0
285,10005,1,1,1,1,1,1,0,0
286,10006,0,0,0,0,0,0,0,0
287,10007,1,1,1,1,1,0,0,1
288,10008,1,0,1,0,1,0,0,0
289,10009,0,0,0,0,1,0,-1,0
290,10010,0,0,0,0,1,0,-1,0
291,10011,0,0,0,0,0,0,0,0
292,10012,1,1,1,1,1,1,0,0
293,10013,1,1,1,1,1,1,0,0
294,10014,1,1,1,1,0,1,1,0
295,10015,0,0,1,0,1,0,-1,0
296,10016,0,0,1,0,0,1,0,-1
297,10017,0,0,1,0,0,0,0,0
298,10018,1,0,1,0,0,0,1,0
299,10019,0,0,0,0,0,0,0,0
300,10020,0,0,1,0,0,0,0,0
301,10021,0,0,1,0,1,0,-1,0
302,10022,1,0,1,0,1,0,0,0
303,10023,1,1,1,1,1,0,0,1
304,10024,0,0,1,0,1,1,-1,-1
305,10025,0,0,0,0,0,0,0,0
306,10026,0,0,1,1,1,0,-1,0
307,10027,0,0,0,0,0,0,0,0
308,10028,0,0,1,0,0,1,0,-1
309,10029,0,0,0,0,1,0,-1,0
310,10030,0,0,0,0,0,0,0,0
311,10031,0,0,0,0,0,0,0,0
312,10032,1,1,1,1,1,1,0,0
313,10033,0,0,0,0,1,0,-1,0
314,10034,1,0,1,1,0,0,1,0
315,10035,1,0,1,0,1,0,0,0
316,10036,1,0,1,1,1,0,0,0
317,10037,0,0,0,0,0,1,0,-1
318,10038,1,0,1,0,1,0,0,0
319,10039,1,0,1,0,1,0,0,0
320,11001,1,1,1,1,1,1,0,0
321,11002,1,0,1,1,0,0,1,0
322,11003,1,1,1,1,0,1,1,0
323,11004,1,1,1,1,0,1,1,0
324,11005,1,1,1,1,1,1,0,0
325,11006,0,0,0,0,0,0,0,0
326,11007,1,1,1,1,1,1,0,0
327,11008,1,0,1,0,1,0,0,0
328,11009,1,1,1,1,1,1,0,0
329,11010,1,0,1,0,0,0,1,0
330,11011,1,1,1,1,1,1,0,0
331,11012,1,0,1,0,1,0,0,0
332,11013,1,0,1,0,1,0,0,0
333,11014,1,0,1,1,0,0,1,0
334,11015,1,1,1,1,1,1,0,0
335,11016,1,0,1,0,1,1,0,-1
336,11017,1,1,1,1,1,1,0,0
337,11018,1,0,1,0,1,0,0,0
338,11019,1,0,1,0,1,0,0,0
339,11020,1,1,1,1,1,1,0,0
340,11021,1,1,1,1,0,0,1,1
341,11022,1,0,1,0,1,0,0,0
342,11023,1,1,1,1,1,0,0,1
343,11024,1,0,1,0,1,1,0,-1
344,11025,1,1,1,1,1,1,0,0
345,11026,1,1,1,0,1,1,0,0
346,11027,1,1,1,1,1,0,0,1
347,11028,1,0,1,0,1,0,0,0
348,11029,1,0,1,0,0,1,1,-1
349,11030,1,1,1,1,1,1,0,0
350,11031,1,1,1,1,1,1,0,0
351,11032,1,1,1,1,1,1,0,0
352,11033,1,1,1,1,1,0,0,1
353,11034,0,0,0,0,0,0,0,0
354,11035,1,0,1,0,1,0,0,0
355,11036,0,0,1,0,1,0,-1,0
356,11037,1,1,1,1,1,1,0,0
357,11038,0,0,1,0,1,1,-1,-1
358,11039,1,0,1,0,1,0,0,0
359,11040,0,0,1,1,0,0,0,0
360,11041,1,1,1,1,1,1,0,0
361,11042,1,0,1,0,1,0,0,0
362,11043,0,0,1,0,0,0,0,0
363,11044,1,1,1,1,1,1,0,0
364,11045,0,0,0,0,1,0,-1,0
365,11046,1,0,1,0,1,0,0,0
366,12001,1,1,1,1,1,0,0,1
367,12002,1,1,1,1,1,1,0,0
368,12003,1,0,1,1,1,0,0,0
369,12004,0,0,1,1,0,0,0,0
370,12005,0,0,0,0,1,0,-1,0
371,12006,0,0,1,1,0,0,0,0
372,12007,1,0,1,1,1,0,0,0
373,12008,0,0,1,0,0,0,0,0
374,12009,0,0,0,0,0,0,0,0
375,12010,1,0,1,1,0,0,1,0
376,12011,1,1,1,1,1,0,0,1
377,12012,1,1,1,1,0,1,1,0
378,12013,0,0,1,1,1,0,-1,0
379,12014,0,0,1,1,0,0,0,0
380,12015,1,0,1,0,0,0,1,0
381,12016,0,0,0,0,1,0,-1,0
382,12017,0,0,1,0,0,0,0,0
383,12018,0,0,1,0,1,0,-1,0
384,12019,1,0,1,1,0,0,1,0
385,12020,0,1,0,1,0,1,0,0
386,12021,1,1,1,1,1,0,0,1
387,12022,1,0,1,0,0,0,1,0
388,12023,1,0,1,0,1,1,0,-1
389,12024,0,1,0,1,0,1,0,0
390,12025,0,1,0,1,0,1,0,0
391,12026,0,0,0,0,0,0,0,0
392,12027,0,0,1,0,0,0,0,0
393,12028,1,1,1,1,1,1,0,0
394,12029,1,1,1,1,1,1,0,0
395,12030,1,0,1,1,1,0,0,0
396,12031,0,0,0,0,0,0,0,0
397,12032,1,0,1,1,1,0,0,0
398,12033,0,0,1,0,1,1,-1,-1
399,12034,1,0,1,0,1,0,0,0
400,12035,1,1,1,1,1,1,0,0
401,12036,0,1,1,1,1,1,-1,0
402,12037,0,0,0,0,0,0,0,0
403,12038,1,1,1,1,1,1,0,0
404,12039,1,0,1,1,0,0,1,0
405,12040,1,1,1,1,1,1,0,0
406,12041,0,0,0,1,0,0,0,0
407,12042,1,0,1,1,1,0,0,0
408,12043,0,0,1,1,1,0,-1,0
409,12044,0,1,1,1,1,1,-1,0
410,12045,1,0,1,1,1,0,0,0
411,12046,1,1,1,1,1,1,0,0
412,12047,0,0,0,0,0,0,0,0
413,12048,1,0,1,1,1,0,0,0
414,12049,0,1,1,1,0,1,0,0
415,12050,1,0,1,1,0,0,1,0
416,12051,1,1,1,1,1,0,0,1
417,12052,1,1,1,1,1,0,0,1
418,12053,1,0,1,0,1,0,0,0
419,12054,1,0,1,1,1,0,0,0
420,12055,1,1,1,1,1,0,0,1
421,12056,1,0,1,1,1,1,0,-1
422,12057,1,0,1,1,0,0,1,0
423,12058,1,1,1,1,1,1,0,0
424,12059,1,0,1,1,0,0,1,0
425,12060,0,0,1,1,0,1,0,-1
426,12061,1,1,1,1,0,1,1,0
427,12062,0,1,1,1,1,1,-1,0
428,12063,0,0,0,1,1,0,-1,0
429,12064,0,0,1,0,0,1,0,-1
430,12065,0,0,0,0,0,0,0,0
431,12066,1,1,1,1,1,1,0,0
432,12067,1,0,1,1,1,0,0,0
433,12068,0,0,1,1,0,0,0,0
434,12069,0,0,0,1,1,0,-1,0
435,12070,0,0,0,0,0,0,0,0
436,12071,1,0,1,1,0,0,1,0
437,12072,0,1,0,1,1,1,-1,0
438,12073,0,0,1,0,1,0,-1,0
439,12074,1,0,1,1,1,0,0,0
440,12075,1,1,1,1,1,1,0,0
441,12076,1,1,1,1,1,1,0,0
442,12077,0,0,1,1,0,1,0,-1
443,12078,0,0,0,1,1,0,-1,0
444,12079,0,1,0,1,0,1,0,0
445,12080,0,0,0,0,1,1,-1,-1
446,12081,0,1,1,1,1,1,-1,0
447,13001,0,0,0,0,0,0,0,0
448,13002,1,1,1,1,0,1,1,0
449,13003,1,0,1,1,1,0,0,0
450,13004,0,0,0,1,0,0,0,0
451,13005,1,1,1,0,0,1,1,0
452,13006,0,0,1,0,0,1,0,-1
453,13007,0,1,1,1,1,1,-1,0
454,13008,1,1,1,1,0,0,1,1
455,13009,0,1,0,1,0,1,0,0
456,13010,1,1,1,1,1,1,0,0
457,13011,0,0,1,1,1,0,-1,0
458,13012,1,0,1,0,1,0,0,0
459,13013,1,1,1,1,1,1,0,0
460,13014,0,1,1,1,1,0,-1,1
461,13015,0,0,0,0,1,0,-1,0
462,13016,1,1,1,1,0,1,1,0
463,13017,0,1,1,0,1,1,-1,0
464,13018,1,0,1,0,0,1,1,-1
465,13019,0,0,0,0,1,0,-1,0
466,13020,0,0,0,0,1,0,-1,0
467,13021,1,1,1,1,1,1,0,0
468,13022,0,1,1,1,1,1,-1,0
469,13023,1,1,1,1,1,1,0,0
470,13024,0,0,0,0,1,0,-1,0
471,13025,1,1,1,1,1,0,0,1
472,13026,0,1,0,0,1,1,-1,0
473,13027,1,1,1,1,0,1,1,0
474,13028,1,1,1,1,1,1,0,0
475,13029,1,0,1,0,0,0,1,0
476,13030,1,1,1,1,1,1,0,0
477,13031,1,0,1,0,0,0,1,0
478,13032,0,1,1,1,0,1,0,0
479,13033,0,0,0,0,1,0,-1,0
480,13034,0,0,0,0,0,0,0,0
481,13035,0,0,0,0,1,0,-1,0
482,13036,0,0,0,0,1,0,-1,0
483,13037,0,0,1,0,1,0,-1,0
484,13038,0,1,0,0,0,1,0,0
485,13039,1,1,1,1,1,1,0,0
486,13040,0,0,0,0,0,0,0,0
487,13041,1,1,1,1,1,1,0,0
488,13042,0,1,1,1,1,0,-1,1
489,13043,0,0,0,0,0,1,0,-1
490,13044,0,1,1,1,0,1,0,0
491,13045,0,0,0,0,1,1,-1,-1
492,13046,1,1,1,1,0,0,1,1
493,13047,0,0,0,0,0,0,0,0
494,13048,1,1,1,1,1,0,0,1
495,13049,0,0,1,0,0,0,0,0
496,13050,1,1,1,1,0,1,1,0
497,13051,1,1,1,1,1,1,0,0
498,13052,1,1,1,1,1,1,0,0
499,13053,0,0,1,1,0,0,0,0
500,13054,1,0,1,0,1,1,0,-1
501,13055,0,0,0,0,1,1,-1,-1
502,13056,1,1,1,1,0,1,1,0
503,13057,0,1,1,1,1,1,-1,0
504,13058,0,0,1,0,1,0,-1,0
505,13059,1,0,1,0,1,1,0,-1
506,13060,0,0,1,0,0,1,0,-1
507,13061,1,1,1,1,1,1,0,0
508,13062,0,1,0,1,0,1,0,0
509,13063,1,1,1,1,1,1,0,0
510,13064,0,1,0,0,1,1,-1,0
511,13065,0,1,1,1,0,0,0,1
512,13066,1,1,1,1,0,1,1,0
513,13067,1,1,1,1,1,1,0,0
514,13068,0,1,0,1,0,1,0,0
515,13069,1,1,1,1,1,1,0,0
516,13070,1,1,1,1,1,1,0,0
517,13071,0,1,0,0,1,1,-1,0
518,13072,0,1,1,1,1,0,-1,1
519,13073,1,1,1,1,0,1,1,0
520,13074,1,1,1,1,0,1,1,0
521,13075,1,1,1,1,1,1,0,0
522,13076,1,1,1,1,1,0,0,1
523,13077,1,1,1,1,1,1,0,0
524,13078,0,0,0,1,1,0,-1,0
525,13079,0,1,0,0,1,1,-1,0
526,13080,0,0,1,1,1,0,-1,0
527,13081,1,1,1,1,1,1,0,0
528,13082,1,1,1,1,1,0,0,1
529,13083,1,1,1,1,1,1,0,0
530,13084,1,0,1,0,1,0,0,0
531,14001,1,0,1,0,1,0,0,0
532,14002,1,1,1,1,1,0,0,1
533,14003,1,0,1,0,1,1,0,-1
534,14004,0,0,0,0,1,0,-1,0
535,14005,0,0,1,1,0,0,0,0
536,14006,1,1,1,1,1,1,0,0
537,14007,0,0,1,0,1,1,-1,-1
538,14008,1,1,1,1,1,1,0,0
539,14009,1,0,1,0,1,1,0,-1
540,14010,0,0,1,1,1,0,-1,0
541,14011,0,0,0,0,0,0,0,0
542,14012,0,0,0,0,1,0,-1,0
543,14013,1,1,1,1,1,0,0,1
544,14014,0,0,1,0,0,0,0,0
545,14015,1,1,1,1,1,1,0,0
546,14016,1,0,1,0,1,0,0,0
547,14017,1,0,1,0,0,0,1,0
548,14018,1,0,1,1,1,0,0,0
549,14019,0,1,0,0,1,1,-1,0
550,14020,0,1,0,1,0,0,0,1
551,14021,1,0,1,0,0,0,1,0
552,14022,1,1,1,1,1,1,0,0
553,14023,1,1,1,1,1,0,0,1
554,14024,1,0,1,0,1,0,0,0
555,14025,1,0,1,0,1,0,0,0
556,14026,0,0,1,0,0,0,0,0
557,14027,0,0,0,0,1,0,-1,0
558,14028,0,0,0,0,1,0,-1,0
559,14029,0,0,1,0,0,0,0,0
560,14030,1,0,1,0,1,0,0,0
561,14031,0,0,0,0,1,0,-1,0
562,14032,0,0,0,0,0,0,0,0
563,14033,1,0,1,0,0,0,1,0
564,14034,0,0,0,0,0,0,0,0
565,14035,1,0,1,0,1,0,0,0
566,14036,1,1,1,1,1,1,0,0
567,14037,1,0,1,0,0,0,1,0
568,14038,0,0,0,0,1,0,-1,0
569,14039,1,0,1,0,1,0,0,0
570,14040,0,0,0,0,1,0,-1,0
571,14041,0,0,1,0,0,0,0,0
572,14042,0,0,1,0,1,0,-1,0
573,14043,0,0,1,0,1,0,-1,0
574,14044,1,1,1,1,1,1,0,0
575,14045,1,0,1,0,1,0,0,0
576,14046,1,0,1,0,1,1,0,-1
577,14047,1,1,1,0,1,1,0,0
578,14048,1,0,1,0,0,0,1,0
579,14049,0,0,0,0,0,0,0,0
580,14050,1,1,1,1,1,1,0,0
581,14051,0,1,1,1,1,1,-1,0
582,14052,0,0,0,0,0,0,0,0
583,14053,1,1,1,1,1,1,0,0
584,14054,0,0,0,0,0,0,0,0
585,14055,1,1,1,1,1,1,0,0
586,14056,0,0,0,0,0,0,0,0
587,14057,0,0,0,0,0,0,0,0
588,14058,1,0,1,0,0,0,1,0
589,14059,1,0,1,0,0,0,1,0
590,14060,0,0,0,0,0,0,0,0
591,14061,0,1,1,1,0,1,0,0
592,14062,0,0,0,0,1,0,-1,0
593,14063,1,1,1,1,1,1,0,0
594,14064,1,1,1,0,1,1,0,0
595,14065,0,0,1,0,1,0,-1,0
596,14066,1,1,1,0,1,1,0,0
597,14067,1,1,1,1,1,1,0,0
598,14068,1,0,1,0,1,0,0,0
599,14069,0,0,0,0,0,0,0,0
600,14070,1,1,1,1,1,1,0,0
601,14071,0,0,0,0,1,0,-1,0
602,14072,0,0,1,0,0,1,0,-1
603,14073,1,1,1,1,1,1,0,0
604,14074,1,0,1,0,1,0,0,0
605,14075,0,0,0,0,1,0,-1,0
606,14076,0,0,0,0,1,0,-1,0
607,14077,1,0,1,0,1,1,0,-1
608,14078,1,0,1,0,0,1,1,-1
609,14079,1,1,1,1,1,0,0,1
610,14080,0,0,0,0,1,0,-1,0
611,14081,0,0,0,0,1,0,-1,0
612,14082,1,1,1,1,1,1,0,0
613,14083,1,1,1,1,1,1,0,0
614,14084,1,1,1,1,1,0,0,1
615,14085,1,0,1,0,1,0,0,0
616,14086,1,1,1,1,0,1,1,0
617,14087,1,0,1,0,0,0,1,0
618,14088,1,0,1,0,1,0,0,0
619,14089,0,0,0,0,0,1,0,-1
620,14090,0,0,1,0,1,0,-1,0
621,14091,1,0,1,0,1,0,0,0
622,14092,0,0,1,0,1,0,-1,0
623,14093,1,1,1,1,1,0,0,1
624,14094,1,1,1,1,1,0,0,1
625,14095,0,0,0,0,1,1,-1,-1
626,14096,1,0,1,0,0,0,1,0
627,14097,1,1,1,1,1,1,0,0
628,14098,1,1,1,1,1,1,0,0
629,14099,0,0,1,0,1,1,-1,-1
630,14100,1,0,1,0,1,0,0,0
631,14101,1,1,1,1,1,1,0,0
632,14102,0,0,1,0,0,0,0,0
633,14103,0,1,1,1,0,1,0,0
634,14104,0,0,0,0,0,0,0,0
635,14105,1,1,1,1,1,1,0,0
636,14106,0,0,0,0,1,0,-1,0
637,14107,0,0,0,1,0,0,0,0
638,14108,1,1,1,1,0,0,1,1
639,14109,1,0,1,0,1,0,0,0
640,14110,1,0,1,0,0,0,1,0
641,14111,0,0,1,0,0,0,0,0
642,14112,0,0,1,0,0,0,0,0
643,14113,1,0,1,0,0,1,1,-1
644,14114,1,0,1,0,0,1,1,-1
645,14115,0,0,0,0,1,0,-1,0
646,14116,1,0,1,0,0,1,1,-1
647,14117,0,0,0,0,0,0,0,0
648,14118,1,0,1,0,0,0,1,0
649,14119,1,0,1,0,0,0,1,0
650,14120,1,1,1,1,1,1,0,0
651,14121,1,0,1,0,0,0,1,0
652,14122,0,0,0,0,1,1,-1,-1
653,14123,0,0,1,0,1,0,-1,0
