,entmun,firmgrowthclasspred,popgrowthclasspred,firmgrowthclasspred1620,popgrowthclasspred1620,y1,y2,resfirms,respop
2402,32006,0,0,1,1,0,0,0,0
2403,32007,1,1,1,1,0,0,1,1
2404,32008,0,1,1,1,1,1,-1,0
2405,32009,0,0,1,0,0,1,0,-1
2406,32010,1,1,1,1,1,1,0,0
2407,32011,0,0,0,0,0,0,0,0
2408,32012,0,0,0,0,0,0,0,0
2409,32013,0,0,0,1,0,1,0,-1
2410,32014,1,0,1,0,0,0,1,0
2411,32015,0,0,0,0,0,0,0,0
2412,32016,1,0,1,0,1,0,0,0
2413,32017,1,1,1,1,0,1,1,0
2414,32018,0,0,0,0,1,0,-1,0
2415,32019,1,0,1,0,1,0,0,0
2416,32020,1,0,1,1,1,0,0,0
2417,32021,0,0,0,0,0,0,0,0
2418,32022,1,0,1,0,0,1,1,-1
2419,32023,1,0,1,0,0,0,1,0
2420,32024,1,1,1,1,1,1,0,0
2421,32025,0,1,1,1,0,1,0,0
2422,32026,0,0,0,1,0,0,0,0
2423,32027,0,0,0,0,0,1,0,-1
2424,32028,0,0,0,0,0,0,0,0
2425,32029,1,0,1,0,1,1,0,-1
2426,32030,0,0,0,0,0,0,0,0
2427,32031,0,0,1,0,0,0,0,0
2428,32032,1,1,1,1,1,1,0,0
2429,32033,0,0,0,0,0,0,0,0
2430,32034,1,0,1,0,1,0,0,0
2431,32035,0,0,0,0,0,1,0,-1
2432,32036,1,0,1,0,1,1,0,-1
2433,32037,0,0,1,1,0,0,0,0
2434,32038,1,1,1,1,1,0,0,1
2435,32039,1,0,1,0,1,0,0,0
2436,32040,0,0,1,0,0,0,0,0
2437,32041,0,0,0,0,0,0,0,0
2438,32042,1,0,1,1,1,0,0,0
2439,32043,0,0,0,0,0,0,0,0
2440,32044,1,0,1,0,0,0,1,0
2441,32045,0,0,1,0,1,1,-1,-1
2442,32046,0,0,0,0,0,0,0,0
2443,32047,0,0,0,0,1,0,-1,0
2444,32048,1,0,1,0,1,0,0,0
2445,32049,1,0,1,0,0,0,1,0
2446,32050,0,0,0,1,0,0,0,0
2447,32051,1,0,1,1,0,0,1,0
2448,32052,0,1,1,1,0,0,0,1
2449,32053,0,0,1,0,0,0,0,0
2450,32054,0,0,1,1,0,0,0,0
2451,32055,1,0,1,0,1,0,0,0
2452,32056,1,1,1,1,1,1,0,0
2453,32057,1,1,1,1,0,1,1,0
2454,32058,0,0,0,0,0,0,0,0
