,entmun,xpop,ypop,ptot10cum,xpopm3,xpopm2,xpopm1,xpop0,xpop1,xpop2,xpop3,ypopm3,ypopm2,ypopm1,ypop0,ypop1,ypop2,ypop3,cumpm3,cumpm2,cumpm1,cump0,cump1,cump2,cump3
1869,24058,0.381786035630786,0.45496326237347995,0.10388649026591504,0.8322475570032574,0.8851791530944625,0.9181596091205212,0.9385179153094463,0.9543973941368078,0.9662052117263844,0.9727198697068404,0.039902280130293157,0.07776872964169382,0.4254885993485342,0.6425081433224755,0.8008957654723127,0.8949511400651465,0.9535830618892508,0.0,0.14210097719869708,0.4955211726384365,0.636400651465798,0.7300488599348535,0.7964169381107492,0.8460912052117264
1870,25001,0.156438107994802,0.41665441960004,0.6218596289031578,0.0061074918566775245,0.2687296416938111,0.5390879478827362,0.7052117263843648,0.8013029315960912,0.8570846905537459,0.9010586319218241,0.03745928338762215,0.044381107491856676,0.13925081433224756,0.48982084690553745,0.6872964169381107,0.8245114006514658,0.9128664495114006,0.9531758957654723,0.9637622149837134,0.9719055374592834,0.9776058631921825,0.9828990228013029,0.9869706840390879,0.990228013029316
1871,25002,0.13475425027609994,0.4478462171949548,0.22604242105044361,0.0,0.15065146579804561,0.43526058631921827,0.6478013029315961,0.7695439739413681,0.8355048859934854,0.8859934853420195,0.038273615635179156,0.06433224755700326,0.38232899022801303,0.6180781758957655,0.7866449511400652,0.8835504885993485,0.9470684039087948,0.5663680781758957,0.6824104234527687,0.7618078175895765,0.8200325732899023,0.863599348534202,0.8961726384364821,0.9210097719869706
1872,25003,0.0374190613976454,0.3996766562389771,0.1580130740295369,0.0,0.0,0.0,0.16408794788273615,0.4495114006514658,0.6530944625407166,0.7715798045602605,0.03745928338762215,0.03868078175895766,0.06636807817589577,0.3933224755700326,0.621742671009772,0.7907166123778502,0.8884364820846905,0.20724755700325734,0.5101791530944625,0.6457654723127035,0.7361563517915309,0.8008957654723127,0.8493485342019544,0.8851791530944625
1873,25004,0.1278892558378697,0.3826269881498312,0.1512286951932652,0.0,0.11889250814332247,0.3982084690553746,0.619299674267101,0.7544788273615635,0.8293973941368078,0.8811074918566775,0.03745928338762215,0.03745928338762215,0.05171009771986971,0.28501628664495116,0.5578175895765473,0.7406351791530945,0.8591205211726385,0.0728827361563518,0.48574918566775244,0.630700325732899,0.7255700325732899,0.7935667752442996,0.8436482084690554,0.8811074918566775
1874,25005,0.14118071987558828,0.384342499184219,0.07945081402567084,0.0,0.18403908794788273,0.46620521172638435,0.6644951140065146,0.7756514657980456,0.8428338762214984,0.8925081433224755,0.03745928338762215,0.03745928338762215,0.052931596091205214,0.2964169381107492,0.5647394136807817,0.7471498371335505,0.8607491856677525,0.0,0.0,0.38599348534201955,0.5757328990228013,0.6885179153094463,0.7662866449511401,0.8236970684039088
1875,25006,0.16705342407547288,0.41757475156835916,0.8535856818328192,0.05578175895765472,0.3285830618892508,0.5810260586319218,0.7312703583061889,0.8163680781758957,0.8713355048859935,0.9079804560260586,0.03745928338762215,0.044381107491856676,0.1494299674267101,0.4938925081433225,0.6917752442996743,0.8265472312703583,0.9132736156351792,0.9853420195439739,0.9890065146579805,0.9922638436482085,0.9947068403908795,0.9971498371335505,0.998371335504886,1.0
1876,25007,0.1433011662795244,0.4740656258760409,0.1698768729952243,0.0,0.1982899022801303,0.4763843648208469,0.6730456026058632,0.7797231270358306,0.8444625407166124,0.8941368078175895,0.04804560260586319,0.21091205211726385,0.5297231270358306,0.7170195439739414,0.8432410423452769,0.9201954397394136,0.9690553745928339,0.32369706840390877,0.5484527687296417,0.6701954397394136,0.753257328990228,0.8139250814332247,0.8587133550488599,0.8925081433224755
1877,25008,0.2505885518544307,0.42658155410636184,0.21739398108957428,0.5085504885993485,0.6921824104234527,0.7923452768729642,0.8505700325732899,0.8986156351791531,0.9246742671009772,0.9470684039087948,0.03745928338762215,0.0492671009771987,0.23656351791530944,0.5354234527687296,0.7267915309446255,0.8485342019543974,0.9250814332247557,0.5407166123778502,0.6653094462540716,0.75,0.8110749185667753,0.8566775244299675,0.8908794788273615,0.9169381107491856
1878,25009,0.22720625195006366,0.4199186167682687,0.2528422899620867,0.3929153094462541,0.6164495114006515,0.7520358306188925,0.8285830618892508,0.8811074918566775,0.9132736156351792,0.9364820846905537,0.03745928338762215,0.046009771986970684,0.17304560260586319,0.5061074918566775,0.7027687296416938,0.8330618892508144,0.9157166123778502,0.6343648208469055,0.7284201954397395,0.7951954397394136,0.8448697068403909,0.8819218241042345,0.9100162866449512,0.9315960912052117
1879,25010,0.10818627242468105,0.4102914516259217,0.3622287851462631,0.0,0.011807817589576547,0.2776872964169381,0.5480456026058632,0.7076547231270358,0.8057817589576547,0.8587133550488599,0.03745928338762215,0.04275244299674267,0.09283387622149837,0.4556188925081433,0.6616449511400652,0.8131107491856677,0.9030944625407166,0.8057817589576547,0.8526058631921825,0.8880293159609121,0.9144951140065146,0.9348534201954397,0.9503257328990228,0.9621335504885994
1880,25011,0.12217029930235626,0.4293357372590527,0.5512401429473757,0.0,0.08835504885993485,0.35912052117263843,0.5989413680781759,0.7438925081433225,0.8236970684039088,0.8770358306188925,0.03745928338762215,0.0500814332247557,0.26058631921824105,0.5439739413680782,0.7320846905537459,0.8554560260586319,0.9263029315960912,0.9311889250814332,0.9474755700325733,0.9596905537459284,0.9686482084690554,0.9755700325732899,0.9808631921824105,0.9853420195439739
1881,25012,0.2293956635548878,0.39204408456371054,0.6333077212831508,0.40594462540716614,0.6262214983713354,0.75814332247557,0.8302117263843648,0.881514657980456,0.9153094462540716,0.9372964169381107,0.03745928338762215,0.037866449511400654,0.05822475570032573,0.3509771986970684,0.5912052117263844,0.7671009771986971,0.874185667752443,0.9560260586319218,0.9657980456026058,0.9731270358306189,0.9788273615635179,0.9837133550488599,0.987785016286645,0.991042345276873
1882,25013,0.09636575648947868,0.4437215467174013,0.2280635994845662,0.0,0.0,0.21783387622149838,0.48982084690553745,0.6840390879478827,0.7850162866449512,0.8473127035830619,0.037866449511400654,0.05985342019543974,0.3562703583061889,0.5997557003257329,0.7711726384364821,0.877442996742671,0.9446254071661238,0.5720684039087948,0.6860749185667753,0.7646579804560261,0.8220684039087948,0.8648208469055375,0.8969869706840391,0.9218241042345277
1883,25014,0.12732134661052977,0.39653147973022124,0.24126946513217504,0.0,0.11563517915309446,0.3945439739413681,0.61685667752443,0.752442996742671,0.8289902280130294,0.8811074918566775,0.03745928338762215,0.038273615635179156,0.061482084690553745,0.375,0.6123778501628665,0.7813517915309446,0.8819218241042345,0.6066775244299675,0.7092833876221498,0.7813517915309446,0.8346905537459284,0.8745928338762216,0.9043159609120521,0.9271172638436482
1884,25015,0.13130121297145325,0.4395549161836289,0.32319203264799773,0.0,0.13640065146579805,0.4185667752442997,0.63314332247557,0.7618078175895765,0.8318403908794788,0.884771986970684,0.037866449511400654,0.056596091205211724,0.3330618892508143,0.5863192182410424,0.7630293159609121,0.870928338762215,0.9377035830618893,0.75814332247557,0.8171824104234527,0.8611563517915309,0.8941368078175895,0.9197882736156352,0.9385179153094463,0.9531758957654723
1885,25016,0.12368399257736355,0.43340968977019356,0.11671725057705004,0.0,0.09609120521172639,0.36767100977198697,0.6042345276872965,0.7471498371335505,0.8261400651465798,0.878257328990228,0.03745928338762215,0.05252442996742671,0.2907166123778502,0.5602605863192183,0.7438925081433225,0.8603420195439739,0.9295602605863192,0.0,0.2984527687296417,0.5386807817589576,0.6636807817589576,0.749185667752443,0.8106677524429967,0.8562703583061889
1886,25017,0.08391558010586597,0.43852561608935064,0.3432286467673069,0.0,0.0,0.1482084690553746,0.43200325732899025,0.6449511400651465,0.7666938110749185,0.8350977198697068,0.037866449511400654,0.056596091205211724,0.3253257328990228,0.5822475570032574,0.759771986970684,0.8688925081433225,0.9360749185667753,0.7837947882736156,0.8367263843648208,0.875814332247557,0.9051302931596091,0.9279315960912052,0.9450325732899023,0.9580618892508144
1887,25018,0.15210641880026152,0.39028366481848786,0.41233703808234273,0.0012214983713355048,0.24674267100977199,0.5154723127035831,0.6950325732899023,0.7939739413680782,0.8513843648208469,0.8990228013029316,0.03745928338762215,0.037866449511400654,0.05741042345276873,0.33794788273615634,0.5887622149837134,0.7638436482084691,0.871742671009772,0.8530130293159609,0.8880293159609121,0.9149022801302932,0.9348534201954397,0.9503257328990228,0.9621335504885994,0.9706840390879479
1888,26001,0.028419856573685114,0.4214449983802441,0.004851355230263874,0.0,0.0,0.0,0.12133550488599348,0.4014657980456026,0.6221498371335505,0.7569218241042345,0.03745928338762215,0.04723127035830619,0.18892508143322476,0.5142508143322475,0.7088762214983714,0.8346905537459284,0.9173452768729642,0.0,0.0,0.0,0.15960912052117263,0.499185667752443,0.6388436482084691,0.7316775244299675
1889,26002,0.3995738326122749,0.5332269814119637,0.32389650571548706,0.8489413680781759,0.8986156351791531,0.9242671009771987,0.9466612377850163,0.9600977198697068,0.9690553745928339,0.9776058631921825,0.2899022801302932,0.5594462540716613,0.743485342019544,0.8599348534201955,0.9295602605863192,0.9727198697068404,0.9922638436482085,0.758957654723127,0.8179967426710097,0.8619706840390879,0.8945439739413681,0.9201954397394136,0.9389250814332247,0.9535830618892508
1890,26003,0.11208507465051219,0.3826439561364484,0.13501725998183403,0.0,0.02768729641693811,0.2988599348534202,0.5614820846905537,0.7194625407166124,0.8110749185667753,0.8648208469055375,0.03745928338762215,0.03745928338762215,0.05171009771986971,0.28542345276872966,0.5578175895765473,0.741042345276873,0.8591205211726385,0.0,0.4157166123778502,0.5907980456026058,0.6982899022801303,0.7736156351791531,0.8289902280130294,0.870114006514658
1891,26004,0.2959815485800478,0.42701098917715,0.03464789187516126,0.6824104234527687,0.7850162866449512,0.8473127035830619,0.8953583061889251,0.9214169381107492,0.9458469055374593,0.9596905537459284,0.03745928338762215,0.0492671009771987,0.24267100977198697,0.5378664495114006,0.7276058631921825,0.8493485342019544,0.9250814332247557,0.0,0.0,0.0,0.41368078175895767,0.5899837133550488,0.6978827361563518,0.7732084690553745
