,firmgrowthregpred
1033,0.018728924564905495
1034,0.017700241911645213
1035,0.011563073095346528
1036,0.3008838865171384
1037,0.01865554262804907
1038,0.13252720119134484
1039,0.03683307983565148
1040,0.49399863850161735
1041,0.16890142289687884
1042,0.040764096086619475
1043,0.01400687628628735
1044,0.013541746737146514
1045,0.013657470961907866
1046,0.013629359749981241
1047,0.01568607484271178
1048,0.01913329658265105
1049,0.024457804082401082
1050,0.013459401357551356
1051,0.01219156506309129
1052,0.007869132066430147
1053,0.014131063371371315
1054,0.17206883361375755
1055,0.050800106511562644
1056,0.22221135221683036
1057,0.0146729070839467
1058,0.013137765699131965
1059,0.01210517616516755
1060,0.021140258435417128
1061,0.0306995880031312
1062,0.011721789911618496
1063,0.02367834593574385
1064,0.7891759178588963
1065,0.09470093119064536
1066,0.0134401892076524
1067,0.029125508800275906
1068,0.015168365450357256
1069,0.025945969498469446
1070,0.14014881779777633
1071,0.012681463204467096
1072,0.016112311538846607
1073,0.013851995162468368
1074,0.012614405999784186
1075,0.012138665385158521
1076,0.38920277505236817
1077,0.012780445729687746
1078,0.012019575128970767
1079,0.017833274283312724
1080,0.04082850285127251
1081,0.02309642567369455
1082,0.06507767388115134
1083,0.013629702118159342
1084,0.009686642899550934
1085,0.013500874043871887
1086,0.012185711000055903
1087,0.02200092223426486
1088,0.02231762144940385
1089,0.012718845297770152
1090,0.012716952090385245
1091,0.011799682280908028
1092,0.01579439700114339
1093,0.01280760957855492
1094,0.012217311884126846
1095,0.018915200530045098
1096,0.01216363917965957
1097,0.012138665385158521
1098,0.013629359749981241
1099,0.018022682380900757
1100,0.024081998749946553
1101,0.01389957803412096
1102,0.02916277721361479
1103,0.012133448028343633
1104,0.09278828798195532
1105,0.01772995929088281
1106,0.013645946305025471
1107,0.012777308312262172
1108,0.018919207260168294
1109,0.013071259359707077
1110,0.013342522207219825
1111,0.012191750391586195
1112,0.05735020486247674
1113,0.017037854284319497
1114,0.015190189948050138
1115,0.012548993006831542
1116,0.012752444632737933
1117,0.011773553922586215
1118,0.013677450637807264
1119,0.011805019338383594
1120,0.015529047857454962
1121,0.06671029782756217
1122,0.05379346968099489
1123,0.028580377835656357
1124,0.012123546715721087
1125,0.012207472887462677
1126,0.013629702118159342
1127,-0.015892545465118497
1128,0.07521701392509152
1129,0.013244085271689531
1130,0.016025746368885367
1131,0.09070630949418568
1132,0.03136886044356304
1133,0.04740754698589416
1134,0.013789856066087316
1135,0.012718760619158106
1136,0.014042503274294248
1137,0.012778708688369583
1138,0.00394987501251297
1139,0.013541746737146514
1140,-0.024432840658233097
1141,0.012464454734154466
1142,0.01501285822083702
1143,0.014638370498437948
1144,0.012459729245540061
1145,0.012445118840398135
1146,0.012805419524188797
1147,0.08941020608082838
1148,0.013484375152052403
1149,0.014291832737765756
1150,0.018244191218725433
1151,0.014656263553851532
1152,0.013954817461128456
1153,0.014185480693238443
1154,0.11879483895095531
1155,0.014678729927766358
1156,0.017393333223877615
1157,0.012365348563976726
1158,0.014053788715816641
1159,0.014014851599603735
1160,0.01243303858893494
1161,0.01329538344723441
1162,0.012272722521023051
1163,0.061273966342988664
1164,0.012431047951491817
1165,0.011964909648841976
1166,-0.05472633341233747
1167,0.016732685836886196
1168,0.05635863952273593
1169,0.01302494303049027
1170,0.013734730942800059
1171,0.019468133015680306
1172,0.01183329734266245
1173,0.01381704481560212
1174,0.057840058532954805
1175,0.01982087432501163
1176,0.012192338089625799
1177,0.015523702212783009
1178,0.01356834912281243
1179,0.012779768429138742
1180,0.0128612822830222
1181,0.26351619230789664
1182,0.04856277927319274
1183,0.012247613150419598
1184,0.013162739493633016
1185,0.0470679242312411
1186,0.013853766769194711
1187,0.08362598311834268
1188,0.013508621589232757
1189,0.013683374822626616
1190,0.013411259921875425
1191,0.01097783786322255
1192,0.01216363917965957
1193,0.01216363917965957
1194,0.015285071147234158
1195,0.0770931964919735
1196,0.012545058749063281
1197,0.01685898181924116
1198,0.01213236236502716
1199,0.019275971000236834
1200,0.013715484453408807
1201,0.012080769599949198
1202,0.05229677776151622
1203,0.013826739481808376
1204,0.04059820984940318
1205,0.03309404173793356
1206,0.013747247639577216
1207,0.028420310890771648
1208,0.013588361168061636
1209,0.014083764327118949
1210,0.0173524826303333
1211,0.01314365571183309
1212,0.01368835992624022
1213,0.012217311884126846
1214,0.01572280969646502
1215,0.01216363917965957
1216,0.01436201707817741
1217,0.013525847838372934
1218,0.013205437815189501
1219,0.012205330632114986
1220,0.012160676098758937
1221,0.014337128289937145
1222,0.019252797563090007
1223,0.01368716363659405
1224,0.08341580795749204
1225,0.014668249879128369
1226,0.03157793176429009
1227,0.01221742199910366
1228,0.013849915223079054
1229,-0.054612137307073344
1230,0.012114920822894738
1231,0.030657772022547936
1232,0.015333992147789223
1233,0.012705893388757243
1234,0.012653655848785732
1235,0.013892232237506054
1236,0.01186233867212789
1237,0.013468818493180271
1238,0.013629267884738944
1239,0.05518453465551979
1240,0.012779554382482641
1241,0.017145176296051806
1242,0.012131059557129396
1243,0.013266578031373445
1244,0.012844423584405358
1245,-0.04395496239535561
